idx,reduced_embeddings
803,"[0.0, 4.32595157623291, 0.0, 0.0, 2.216099262237549, 2.9340744018554688, 1.8840694427490234, 0.0, 3.002284526824951, 1.4129642248153687, 0.0, 0.0, 0.09809805452823639, 0.0, 1.524301528930664, 1.5569047927856445, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7893390655517578, 0.0, 0.0, 0.0, 0.0, 0.8397516012191772, 0.0, 0.0, 0.0, 2.689455986022949, 0.0, 3.217090606689453, 0.0, 3.9105916023254395, 0.0, 3.7373318672180176, 0.0, 0.0, 0.0, 2.992790699005127, 4.970338344573975, 0.0, 2.44392728805542, 0.0, 0.0, 0.3245188295841217, 0.0, 0.6833600997924805, 0.0, 0.0, 2.313840389251709, 0.0, 0.0, 0.0, 0.0, 0.0, 4.150731086730957, 0.0, 0.0, 0.0, 0.09722384065389633, 1.582740306854248, 0.8560116291046143]"
730,"[0.0, 4.082437992095947, 0.0, 0.0, 2.119373321533203, 2.6621193885803223, 1.8431663513183594, 0.0, 2.8288354873657227, 1.3631260395050049, 0.0, 0.0, 0.12634769082069397, 0.0, 1.515529990196228, 1.5223512649536133, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7493929862976074, 0.0, 0.0, 0.0, 0.0, 0.773607611656189, 0.0, 0.0, 0.0, 2.546691417694092, 0.0, 3.0839006900787354, 0.0, 3.736243724822998, 0.0, 3.556436061859131, 0.0, 0.0, 0.0, 2.847694158554077, 4.7323174476623535, 0.0, 2.279937267303467, 0.0, 0.0, 0.2977341413497925, 0.0, 0.7639833688735962, 0.0, 0.0, 2.329510450363159, 0.0, 0.0, 0.0, 0.0, 0.0, 3.906554698944092, 0.0, 0.0, 0.0, 0.1046387106180191, 1.437579870223999, 0.8517557382583618]"
245,"[0.0, 4.030552864074707, 0.0, 0.0, 2.4964354038238525, 2.429232358932495, 2.0767629146575928, 0.0, 2.7102301120758057, 1.4795615673065186, 0.0, 0.0, 0.13463662564754486, 0.0, 1.7348642349243164, 1.7032406330108643, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6413049697875977, 0.0, 0.0, 0.0, 0.0, 0.5607138276100159, 0.0, 0.0, 0.0, 2.434917449951172, 0.0, 3.5105695724487305, 0.0, 4.036429405212402, 0.0, 3.5265355110168457, 0.0, 0.0, 0.0, 2.6118974685668945, 4.619973182678223, 0.0, 2.315504312515259, 0.0, 0.0, 0.4208805561065674, 0.0, 0.7775888442993164, 0.0, 0.0, 2.3089942932128906, 0.0, 0.0, 0.0, 0.0, 0.0, 3.784320831298828, 0.0, 0.0, 0.0, 0.11318519711494446, 1.4700586795806885, 0.76945960521698]"
779,"[0.0, 4.243704795837402, 0.0, 0.0, 2.299300193786621, 2.7506041526794434, 1.9662326574325562, 0.0, 2.973985195159912, 1.3248249292373657, 0.0, 0.0, 0.06238047778606415, 0.0, 1.5424237251281738, 1.586676836013794, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9040448665618896, 0.0, 0.0, 0.0, 0.0, 0.744398832321167, 0.0, 0.0, 0.0, 2.5877633094787598, 0.0, 3.3297338485717773, 0.0, 3.9743103981018066, 0.0, 3.8459019660949707, 0.0, 0.0, 0.0, 3.0364749431610107, 4.95101261138916, 0.0, 2.4168012142181396, 0.0, 0.0, 0.32856982946395874, 0.0, 0.7649810314178467, 0.0, 0.0, 2.4044642448425293, 0.0, 0.0, 0.0, 0.0, 0.0, 4.104649543762207, 0.0, 0.0, 0.0, 0.13229814171791077, 1.504624605178833, 0.825995683670044]"
733,"[0.0, 4.175765037536621, 0.0, 0.0, 2.296445846557617, 2.778625726699829, 1.8605930805206299, 0.0, 2.872187852859497, 1.378612995147705, 0.0, 0.0, 0.06772848963737488, 0.0, 1.5649597644805908, 1.6007052659988403, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8075182437896729, 0.0, 0.0, 0.0, 0.0, 0.7838226556777954, 0.0, 0.0, 0.0, 2.5168533325195312, 0.0, 3.3248298168182373, 0.0, 3.9485464096069336, 0.0, 3.687676429748535, 0.0, 0.0, 0.0, 3.0027472972869873, 4.7505340576171875, 0.0, 2.4419026374816895, 0.0, 0.0, 0.4017646014690399, 0.0, 0.7379066348075867, 0.0, 0.0, 2.3021581172943115, 0.0, 0.0, 0.0, 0.0, 0.0, 4.037724018096924, 0.0, 0.0, 0.0, 0.18520425260066986, 1.6122689247131348, 0.7022367715835571]"
838,"[0.0, 4.4804277420043945, 0.0, 0.0, 2.3547677993774414, 2.945648670196533, 2.0739634037017822, 0.0, 3.1120848655700684, 1.4542282819747925, 0.0, 0.0, 0.11538234353065491, 0.0, 1.6159613132476807, 1.643142580986023, 0.0, 0.0, 0.0, 0.0, 0.0, 1.900160551071167, 0.0, 0.0, 0.0, 0.0, 0.8243533372879028, 0.0, 0.0, 0.0, 2.765472888946533, 0.0, 3.449774742126465, 0.0, 4.143827438354492, 0.0, 3.9246110916137695, 0.0, 0.0, 0.0, 3.1077635288238525, 5.214738845825195, 0.0, 2.5321342945098877, 0.0, 0.0, 0.3416064977645874, 0.0, 0.742626965045929, 0.0, 0.0, 2.459764003753662, 0.0, 0.0, 0.0, 0.0, 0.0, 4.267419815063477, 0.0, 0.0, 0.0, 0.08364816755056381, 1.5774574279785156, 0.8915853500366211]"
780,"[0.0, 4.333841323852539, 0.0, 0.0, 2.302565574645996, 2.753660202026367, 1.944496989250183, 0.0, 3.0223388671875, 1.409305453300476, 0.0, 0.0, 0.12027804553508759, 0.0, 1.6020467281341553, 1.630120038986206, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8858497142791748, 0.0, 0.0, 0.0, 0.0, 0.7818974256515503, 0.0, 0.0, 0.0, 2.6684694290161133, 0.0, 3.2997283935546875, 0.0, 3.9903368949890137, 0.0, 3.847170829772949, 0.0, 0.0, 0.0, 3.0232367515563965, 5.004383087158203, 0.0, 2.453230857849121, 0.0, 0.0, 0.3517082631587982, 0.0, 0.8179247379302979, 0.0, 0.0, 2.4493072032928467, 0.0, 0.0, 0.0, 0.0, 0.0, 4.163567543029785, 0.0, 0.0, 0.0, 0.09226755052804947, 1.5976539850234985, 0.8916277885437012]"
182,"[0.0, 4.427751541137695, 0.0, 0.0, 2.407616138458252, 2.907433032989502, 1.9926362037658691, 0.0, 3.032743453979492, 1.4402847290039062, 0.0, 0.0, 0.1638287454843521, 0.0, 1.6629760265350342, 1.650505542755127, 0.0, 0.0, 0.0, 0.0, 0.0, 1.872006893157959, 0.0, 0.0, 0.0, 0.0, 0.7994185090065002, 0.0, 0.0, 0.0, 2.6548619270324707, 0.0, 3.4736618995666504, 0.0, 4.12313175201416, 0.0, 3.8976593017578125, 0.0, 0.0, 0.0, 3.0270988941192627, 5.05804443359375, 0.0, 2.4826130867004395, 0.0, 0.0, 0.3836996555328369, 0.0, 0.8118029832839966, 0.0, 0.0, 2.4177427291870117, 0.0, 0.0, 0.0, 0.0, 0.0, 4.211471080780029, 0.0, 0.0, 0.0, 0.12358485162258148, 1.69179105758667, 0.7990001440048218]"
181,"[0.0, 4.33782958984375, 0.0, 0.0, 2.377061367034912, 2.7955989837646484, 2.0120275020599365, 0.0, 2.9866385459899902, 1.3938874006271362, 0.0, 0.0, 0.10871745645999908, 0.0, 1.6639974117279053, 1.6526429653167725, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8675001859664917, 0.0, 0.0, 0.0, 0.0, 0.7617700099945068, 0.0, 0.0, 0.0, 2.5629849433898926, 0.0, 3.448493003845215, 0.0, 4.120753288269043, 0.0, 3.8363354206085205, 0.0, 0.0, 0.0, 2.9839329719543457, 4.938563346862793, 0.0, 2.460761070251465, 0.0, 0.0, 0.36592236161231995, 0.0, 0.8321729898452759, 0.0, 0.0, 2.4111289978027344, 0.0, 0.0, 0.0, 0.0, 0.0, 4.119645595550537, 0.0, 0.0, 0.0, 0.12655729055404663, 1.6422175168991089, 0.7750711441040039]"
810,"[0.0, 4.339108467102051, 0.0, 0.0, 2.2671186923980713, 3.1084232330322266, 1.9205995798110962, 0.0, 3.032179832458496, 1.4591381549835205, 0.0, 0.0, 0.0928259938955307, 0.0, 1.5537936687469482, 1.543317198753357, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8015217781066895, 0.0, 0.0, 0.0, 0.0, 0.8804624080657959, 0.0, 0.0, 0.0, 2.721200466156006, 0.0, 3.362534761428833, 0.0, 3.929964780807495, 0.0, 3.7979888916015625, 0.0, 0.0, 0.0, 3.157015323638916, 4.988827705383301, 0.0, 2.583895683288574, 0.0, 0.0, 0.40482228994369507, 0.0, 0.6120331287384033, 0.0, 0.0, 2.3477420806884766, 0.0, 0.0, 0.0, 0.0, 0.0, 4.312604904174805, 0.0, 0.0, 0.0, 0.15090560913085938, 1.6520671844482422, 0.8353550434112549]"
23,"[0.0, 4.532233715057373, 0.0, 0.0, 2.518580913543701, 3.060262680053711, 2.0458431243896484, 0.0, 3.116028308868408, 1.5668771266937256, 0.0, 0.0, 0.11008207499980927, 0.0, 1.7949639558792114, 1.7443761825561523, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9724366664886475, 0.0, 0.0, 0.0, 0.0, 0.7793443202972412, 0.0, 0.0, 0.0, 2.753159761428833, 0.0, 3.7248458862304688, 0.0, 4.359856605529785, 0.0, 3.957671642303467, 0.0, 0.0, 0.0, 3.2134687900543213, 5.16423225402832, 0.0, 2.6434926986694336, 0.0, 0.0, 0.45715296268463135, 0.0, 0.8650507926940918, 0.0, 0.0, 2.575209617614746, 0.0, 0.0, 0.0, 0.0, 0.0, 4.424386978149414, 0.0, 0.0, 0.0, 0.18428409099578857, 1.768855094909668, 0.7814799547195435]"
228,"[0.0, 4.391679763793945, 0.0, 0.0, 2.4848413467407227, 2.711982250213623, 2.219125747680664, 0.0, 2.97833251953125, 1.4322419166564941, 0.0, 0.0, 0.2489742934703827, 0.0, 1.7198772430419922, 1.7494267225265503, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8049389123916626, 0.0, 0.0, 0.0, 0.0, 0.6235371828079224, 0.0, 0.0, 0.0, 2.5673599243164062, 0.0, 3.655363082885742, 0.0, 4.194684028625488, 0.0, 3.830609083175659, 0.0, 0.0, 0.0, 2.83516001701355, 5.099517345428467, 0.0, 2.490054130554199, 0.0, 0.0, 0.3984472155570984, 0.0, 0.9159034490585327, 0.0, 0.0, 2.47397518157959, 0.0, 0.0, 0.0, 0.0, 0.0, 4.077173233032227, 0.0, 0.0, 0.0, 0.07208941876888275, 1.5921852588653564, 0.8924010992050171]"
689,"[0.0, 4.476444721221924, 0.0, 0.0, 2.302286386489868, 2.8803939819335938, 2.0301718711853027, 0.0, 3.1434078216552734, 1.5117042064666748, 0.0, 0.0, 0.11305011808872223, 0.0, 1.6894631385803223, 1.709165096282959, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9140844345092773, 0.0, 0.0, 0.0, 0.0, 0.7940817475318909, 0.0, 0.0, 0.0, 2.766328811645508, 0.0, 3.4227256774902344, 0.0, 4.212307929992676, 0.0, 3.8881804943084717, 0.0, 0.0, 0.0, 3.128913640975952, 5.103113174438477, 0.0, 2.632932662963867, 0.0, 0.0, 0.3759627938270569, 0.0, 0.8612902760505676, 0.0, 0.0, 2.4878363609313965, 0.0, 0.0, 0.0, 0.0, 0.0, 4.320755958557129, 0.0, 0.0, 0.0, 0.0963316336274147, 1.6740361452102661, 0.91756272315979]"
16,"[0.0, 4.238630771636963, 0.0, 0.0, 2.4065186977386475, 2.7006635665893555, 2.038780927658081, 0.0, 2.8834285736083984, 1.4354373216629028, 0.0, 0.0, 0.15315566956996918, 0.0, 1.7560694217681885, 1.6757111549377441, 0.0, 0.0, 0.0, 0.0, 0.0, 1.796048641204834, 0.0, 0.0, 0.0, 0.0, 0.660461962223053, 0.0, 0.0, 0.0, 2.5177104473114014, 0.0, 3.526200294494629, 0.0, 4.148064136505127, 0.0, 3.6988186836242676, 0.0, 0.0, 0.0, 2.727201461791992, 4.91622257232666, 0.0, 2.359940767288208, 0.0, 0.0, 0.3827695846557617, 0.0, 0.8808373212814331, 0.0, 0.0, 2.3950605392456055, 0.0, 0.0, 0.0, 0.0, 0.0, 4.016745567321777, 0.0, 0.0, 0.0, 0.09506446123123169, 1.5788711309432983, 0.7933713793754578]"
34,"[0.0, 4.239683151245117, 0.0, 0.0, 2.2654800415039062, 2.801938056945801, 1.8950223922729492, 0.0, 2.8923721313476562, 1.3765124082565308, 0.0, 0.0, 0.08980600535869598, 0.0, 1.5290920734405518, 1.6253288984298706, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8737967014312744, 0.0, 0.0, 0.0, 0.0, 0.7968941926956177, 0.0, 0.0, 0.0, 2.634542226791382, 0.0, 3.314189910888672, 0.0, 3.9029951095581055, 0.0, 3.806807279586792, 0.0, 0.0, 0.0, 3.0386624336242676, 4.859786033630371, 0.0, 2.4458446502685547, 0.0, 0.0, 0.37799692153930664, 0.0, 0.6845614314079285, 0.0, 0.0, 2.3344435691833496, 0.0, 0.0, 0.0, 0.0, 0.0, 4.099913597106934, 0.0, 0.0, 0.0, 0.1665012389421463, 1.5802903175354004, 0.7788985371589661]"
580,"[0.0, 4.465202331542969, 0.0, 0.0, 2.297001600265503, 3.0243523120880127, 1.9838355779647827, 0.0, 3.1577446460723877, 1.5022947788238525, 0.0, 0.0, 0.054987818002700806, 0.0, 1.6490856409072876, 1.5814273357391357, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8986196517944336, 0.0, 0.0, 0.0, 0.0, 0.8912610411643982, 0.0, 0.0, 0.0, 2.719557285308838, 0.0, 3.4151909351348877, 0.0, 4.146815299987793, 0.0, 3.901151657104492, 0.0, 0.0, 0.0, 3.2083590030670166, 5.069118499755859, 0.0, 2.6070737838745117, 0.0, 0.0, 0.4161002039909363, 0.0, 0.7349399328231812, 0.0, 0.0, 2.466431140899658, 0.0, 0.0, 0.0, 0.0, 0.0, 4.362767219543457, 0.0, 0.0, 0.0, 0.12417569756507874, 1.699722409248352, 0.8227547407150269]"
224,"[0.0, 4.3258771896362305, 0.0, 0.0, 2.397757053375244, 2.7955541610717773, 1.9819896221160889, 0.0, 2.981137752532959, 1.3668687343597412, 0.0, 0.0, 0.13833890855312347, 0.0, 1.671766757965088, 1.651137351989746, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8576996326446533, 0.0, 0.0, 0.0, 0.0, 0.7333559393882751, 0.0, 0.0, 0.0, 2.571363925933838, 0.0, 3.503713369369507, 0.0, 4.105484962463379, 0.0, 3.8197154998779297, 0.0, 0.0, 0.0, 2.9585890769958496, 4.970320701599121, 0.0, 2.3922884464263916, 0.0, 0.0, 0.3630618453025818, 0.0, 0.8448160886764526, 0.0, 0.0, 2.4293124675750732, 0.0, 0.0, 0.0, 0.0, 0.0, 4.127470970153809, 0.0, 0.0, 0.0, 0.1065763309597969, 1.6493463516235352, 0.7696841955184937]"
534,"[0.0, 4.543579578399658, 0.0, 0.0, 2.462289571762085, 3.0846307277679443, 2.036818742752075, 0.0, 3.1316466331481934, 1.5682817697525024, 0.0, 0.0, 0.09346625208854675, 0.0, 1.74226975440979, 1.6945048570632935, 0.0, 0.0, 0.0, 0.0, 0.0, 1.989434003829956, 0.0, 0.0, 0.0, 0.0, 0.807884693145752, 0.0, 0.0, 0.0, 2.781144618988037, 0.0, 3.6725804805755615, 0.0, 4.3022003173828125, 0.0, 4.010953903198242, 0.0, 0.0, 0.0, 3.282144546508789, 5.205563545227051, 0.0, 2.6773757934570312, 0.0, 0.0, 0.4308265447616577, 0.0, 0.818945050239563, 0.0, 0.0, 2.5637741088867188, 0.0, 0.0, 0.0, 0.0, 0.0, 4.467071533203125, 0.0, 0.0, 0.0, 0.14542773365974426, 1.748505711555481, 0.7938224077224731]"
456,"[0.0, 4.154426097869873, 0.0, 0.0, 2.226123332977295, 2.793048143386841, 1.885148525238037, 0.0, 2.906898260116577, 1.3471763134002686, 0.0, 0.0, 0.12250269949436188, 0.0, 1.5075427293777466, 1.5162246227264404, 0.0, 0.0, 0.0, 0.0, 0.0, 1.740945816040039, 0.0, 0.0, 0.0, 0.0, 0.7674538493156433, 0.0, 0.0, 0.0, 2.565732479095459, 0.0, 3.2436976432800293, 0.0, 3.818848133087158, 0.0, 3.6698105335235596, 0.0, 0.0, 0.0, 2.916614055633545, 4.8540496826171875, 0.0, 2.392329454421997, 0.0, 0.0, 0.30349159240722656, 0.0, 0.6803943514823914, 0.0, 0.0, 2.2968311309814453, 0.0, 0.0, 0.0, 0.0, 0.0, 4.015500068664551, 0.0, 0.0, 0.0, 0.0881367027759552, 1.4771935939788818, 0.8630921840667725]"
328,"[0.0, 4.391345977783203, 0.0, 0.0, 2.400458335876465, 2.7305755615234375, 2.0133745670318604, 0.0, 3.058126926422119, 1.4168273210525513, 0.0, 0.0, 0.10997380316257477, 0.0, 1.7445034980773926, 1.6816385984420776, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8284375667572021, 0.0, 0.0, 0.0, 0.0, 0.7531726956367493, 0.0, 0.0, 0.0, 2.5460357666015625, 0.0, 3.5399887561798096, 0.0, 4.195448875427246, 0.0, 3.7863893508911133, 0.0, 0.0, 0.0, 2.9182114601135254, 4.980138301849365, 0.0, 2.4822885990142822, 0.0, 0.0, 0.34784528613090515, 0.0, 0.8895470499992371, 0.0, 0.0, 2.479349374771118, 0.0, 0.0, 0.0, 0.0, 0.0, 4.169078826904297, 0.0, 0.0, 0.0, 0.06966760754585266, 1.638176679611206, 0.7438236474990845]"
832,"[0.0, 4.272260665893555, 0.0, 0.0, 2.3722786903381348, 2.906019687652588, 1.9719452857971191, 0.0, 2.952848434448242, 1.4410927295684814, 0.0, 0.0, 0.1687985211610794, 0.0, 1.6513934135437012, 1.6283544301986694, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8841074705123901, 0.0, 0.0, 0.0, 0.0, 0.7482813596725464, 0.0, 0.0, 0.0, 2.6382269859313965, 0.0, 3.5092711448669434, 0.0, 4.121183395385742, 0.0, 3.796511173248291, 0.0, 0.0, 0.0, 3.027747631072998, 4.9608612060546875, 0.0, 2.4620559215545654, 0.0, 0.0, 0.39354342222213745, 0.0, 0.8291003704071045, 0.0, 0.0, 2.418968677520752, 0.0, 0.0, 0.0, 0.0, 0.0, 4.205613136291504, 0.0, 0.0, 0.0, 0.15305858850479126, 1.6456505060195923, 0.762062668800354]"
362,"[0.0, 4.4313154220581055, 0.0, 0.0, 2.507628917694092, 2.8245723247528076, 2.1370344161987305, 0.0, 2.975590705871582, 1.4727550745010376, 0.0, 0.0, 0.2243691384792328, 0.0, 1.7973265647888184, 1.7476181983947754, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8106365203857422, 0.0, 0.0, 0.0, 0.0, 0.6725369691848755, 0.0, 0.0, 0.0, 2.6188902854919434, 0.0, 3.6717348098754883, 0.0, 4.266396999359131, 0.0, 3.8484768867492676, 0.0, 0.0, 0.0, 2.8691482543945312, 5.051448345184326, 0.0, 2.4407765865325928, 0.0, 0.0, 0.40420544147491455, 0.0, 0.8803377151489258, 0.0, 0.0, 2.4867966175079346, 0.0, 0.0, 0.0, 0.0, 0.0, 4.130125999450684, 0.0, 0.0, 0.0, 0.10263132303953171, 1.6437711715698242, 0.8515032529830933]"
201,"[0.0, 4.327572822570801, 0.0, 0.0, 2.3530325889587402, 3.0029168128967285, 1.9342007637023926, 0.0, 2.964592933654785, 1.5012272596359253, 0.0, 0.0, 0.13144318759441376, 0.0, 1.612617015838623, 1.6112650632858276, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8907932043075562, 0.0, 0.0, 0.0, 0.0, 0.8145360946655273, 0.0, 0.0, 0.0, 2.7060933113098145, 0.0, 3.4602487087249756, 0.0, 4.095472812652588, 0.0, 3.831942081451416, 0.0, 0.0, 0.0, 3.136302947998047, 4.954268455505371, 0.0, 2.5125322341918945, 0.0, 0.0, 0.4089183211326599, 0.0, 0.7694690227508545, 0.0, 0.0, 2.362713575363159, 0.0, 0.0, 0.0, 0.0, 0.0, 4.234342575073242, 0.0, 0.0, 0.0, 0.19049324095249176, 1.6658520698547363, 0.7692899703979492]"
161,"[0.0, 4.33782958984375, 0.0, 0.0, 2.377061367034912, 2.7955989837646484, 2.0120275020599365, 0.0, 2.9866385459899902, 1.3938874006271362, 0.0, 0.0, 0.10871745645999908, 0.0, 1.6639974117279053, 1.6526429653167725, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8675001859664917, 0.0, 0.0, 0.0, 0.0, 0.7617700099945068, 0.0, 0.0, 0.0, 2.5629849433898926, 0.0, 3.448493003845215, 0.0, 4.120753288269043, 0.0, 3.8363354206085205, 0.0, 0.0, 0.0, 2.9839329719543457, 4.938563346862793, 0.0, 2.460761070251465, 0.0, 0.0, 0.36592236161231995, 0.0, 0.8321729898452759, 0.0, 0.0, 2.4111289978027344, 0.0, 0.0, 0.0, 0.0, 0.0, 4.119645595550537, 0.0, 0.0, 0.0, 0.12655729055404663, 1.6422175168991089, 0.7750711441040039]"
528,"[0.0, 4.526493072509766, 0.0, 0.0, 2.4785590171813965, 2.922416925430298, 2.102564811706543, 0.0, 3.108973741531372, 1.5375041961669922, 0.0, 0.0, 0.21859188377857208, 0.0, 1.7446199655532837, 1.6623399257659912, 0.0, 0.0, 0.0, 0.0, 0.0, 1.859493374824524, 0.0, 0.0, 0.0, 0.0, 0.7792698740959167, 0.0, 0.0, 0.0, 2.7395424842834473, 0.0, 3.5499191284179688, 0.0, 4.237903118133545, 0.0, 3.917832612991333, 0.0, 0.0, 0.0, 2.9547929763793945, 5.174185276031494, 0.0, 2.5040667057037354, 0.0, 0.0, 0.3722130060195923, 0.0, 0.8952633142471313, 0.0, 0.0, 2.4999001026153564, 0.0, 0.0, 0.0, 0.0, 0.0, 4.3228440284729, 0.0, 0.0, 0.0, 0.11099541187286377, 1.6613812446594238, 0.8990561366081238]"
379,"[0.0, 4.3603715896606445, 0.0, 0.0, 2.3270654678344727, 2.831455707550049, 1.8646960258483887, 0.0, 3.038365125656128, 1.3990150690078735, 0.0, 0.0, 0.02764369547367096, 0.0, 1.6772218942642212, 1.629594087600708, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9019343852996826, 0.0, 0.0, 0.0, 0.0, 0.7890192270278931, 0.0, 0.0, 0.0, 2.5414819717407227, 0.0, 3.4923222064971924, 0.0, 4.13943338394165, 0.0, 3.734229803085327, 0.0, 0.0, 0.0, 3.165849208831787, 4.92445182800293, 0.0, 2.533750534057617, 0.0, 0.0, 0.3735959529876709, 0.0, 0.8403811454772949, 0.0, 0.0, 2.541691303253174, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2711076736450195, 0.0, 0.0, 0.0, 0.09411466121673584, 1.701650619506836, 0.6942406296730042]"
144,"[0.0, 4.365265846252441, 0.0, 0.0, 2.362091541290283, 2.9905447959899902, 1.9840919971466064, 0.0, 3.0466389656066895, 1.4680050611495972, 0.0, 0.0, 0.049173980951309204, 0.0, 1.61207914352417, 1.6497077941894531, 0.0, 0.0, 0.0, 0.0, 0.0, 1.863248586654663, 0.0, 0.0, 0.0, 0.0, 0.8321965336799622, 0.0, 0.0, 0.0, 2.6751315593719482, 0.0, 3.5082998275756836, 0.0, 4.10524845123291, 0.0, 3.839660167694092, 0.0, 0.0, 0.0, 3.176879405975342, 4.999263763427734, 0.0, 2.6234054565429688, 0.0, 0.0, 0.4200214743614197, 0.0, 0.7118616104125977, 0.0, 0.0, 2.4325077533721924, 0.0, 0.0, 0.0, 0.0, 0.0, 4.301341533660889, 0.0, 0.0, 0.0, 0.16473126411437988, 1.6665914058685303, 0.7779182195663452]"
418,"[0.0, 4.188004016876221, 0.0, 0.0, 2.3146779537200928, 2.8211512565612793, 1.845792531967163, 0.0, 2.92287015914917, 1.3683799505233765, 0.0, 0.0, 0.06430676579475403, 0.0, 1.478485107421875, 1.5949190855026245, 0.0, 0.0, 0.0, 0.0, 0.0, 1.880265235900879, 0.0, 0.0, 0.0, 0.0, 0.8008896112442017, 0.0, 0.0, 0.0, 2.6925177574157715, 0.0, 3.291773557662964, 0.0, 3.834873914718628, 0.0, 3.736546516418457, 0.0, 0.0, 0.0, 3.061311721801758, 4.857575416564941, 0.0, 2.486961603164673, 0.0, 0.0, 0.3804144561290741, 0.0, 0.6552477478981018, 0.0, 0.0, 2.309583902359009, 0.0, 0.0, 0.0, 0.0, 0.0, 4.115500450134277, 0.0, 0.0, 0.0, 0.14421236515045166, 1.5037513971328735, 0.8484866619110107]"
229,"[0.0, 4.133000373840332, 0.0, 0.0, 2.3590340614318848, 2.6815333366394043, 1.8802937269210815, 0.0, 2.8049840927124023, 1.406566858291626, 0.0, 0.0, 0.24171288311481476, 0.0, 1.6052026748657227, 1.5714035034179688, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7355482578277588, 0.0, 0.0, 0.0, 0.0, 0.7115453481674194, 0.0, 0.0, 0.0, 2.4787259101867676, 0.0, 3.2728447914123535, 0.0, 3.862889289855957, 0.0, 3.6740598678588867, 0.0, 0.0, 0.0, 2.687452793121338, 4.759284973144531, 0.0, 2.248640537261963, 0.0, 0.0, 0.36828911304473877, 0.0, 0.7827745676040649, 0.0, 0.0, 2.266356945037842, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8484957218170166, 0.0, 0.0, 0.0, 0.17794552445411682, 1.5373612642288208, 0.8397753238677979]"
73,"[0.0, 4.3264007568359375, 0.0, 0.0, 2.3691205978393555, 3.009455919265747, 1.9236249923706055, 0.0, 3.054819107055664, 1.4883499145507812, 0.0, 0.0, 0.11398732662200928, 0.0, 1.6255462169647217, 1.602321743965149, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8476712703704834, 0.0, 0.0, 0.0, 0.0, 0.8389294147491455, 0.0, 0.0, 0.0, 2.6690258979797363, 0.0, 3.459716320037842, 0.0, 4.055083751678467, 0.0, 3.7983617782592773, 0.0, 0.0, 0.0, 3.13714337348938, 4.952570915222168, 0.0, 2.5899977684020996, 0.0, 0.0, 0.42187851667404175, 0.0, 0.779890239238739, 0.0, 0.0, 2.427565097808838, 0.0, 0.0, 0.0, 0.0, 0.0, 4.335952281951904, 0.0, 0.0, 0.0, 0.16311432421207428, 1.7089076042175293, 0.810116171836853]"
719,"[0.0, 4.405479431152344, 0.0, 0.0, 2.428586006164551, 2.87646484375, 1.985803246498108, 0.0, 3.002729892730713, 1.4927736520767212, 0.0, 0.0, 0.027903705835342407, 0.0, 1.6656780242919922, 1.7430766820907593, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0188755989074707, 0.0, 0.0, 0.0, 0.0, 0.7610330581665039, 0.0, 0.0, 0.0, 2.685199737548828, 0.0, 3.611097812652588, 0.0, 4.225222110748291, 0.0, 3.8846869468688965, 0.0, 0.0, 0.0, 3.285398483276367, 5.007469177246094, 0.0, 2.647313117980957, 0.0, 0.0, 0.4602974057197571, 0.0, 0.7541226148605347, 0.0, 0.0, 2.478532552719116, 0.0, 0.0, 0.0, 0.0, 0.0, 4.28438663482666, 0.0, 0.0, 0.0, 0.18053963780403137, 1.6915514469146729, 0.7420922517776489]"
