idx,reduced_embeddings
19,"[0.0, 4.4447526931762695, 0.0, 0.0, 2.4097728729248047, 3.0681276321411133, 1.9570672512054443, 0.0, 3.085495948791504, 1.4617252349853516, 0.0, 0.0, 0.0656801164150238, 0.0, 1.5094305276870728, 1.6387457847595215, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9775028228759766, 0.0, 0.0, 0.0, 0.0, 0.8655027747154236, 0.0, 0.0, 0.0, 2.8521409034729004, 0.0, 3.4965240955352783, 0.0, 4.034398555755615, 0.0, 3.972080707550049, 0.0, 0.0, 0.0, 3.2850239276885986, 5.184417724609375, 0.0, 2.625502586364746, 0.0, 0.0, 0.3722831904888153, 0.0, 0.6258843541145325, 0.0, 0.0, 2.4176807403564453, 0.0, 0.0, 0.0, 0.0, 0.0, 4.395303726196289, 0.0, 0.0, 0.0, 0.13362257182598114, 1.6187303066253662, 0.867273211479187]"
318,"[0.0, 4.371347427368164, 0.0, 0.0, 2.282147169113159, 3.0543837547302246, 1.910700798034668, 0.0, 3.078502893447876, 1.5508519411087036, 0.0, 0.0, 0.07140564918518066, 0.0, 1.6074217557907104, 1.6086735725402832, 0.0, 0.0, 0.0, 0.0, 0.0, 1.843531847000122, 0.0, 0.0, 0.0, 0.0, 0.794710099697113, 0.0, 0.0, 0.0, 2.7292394638061523, 0.0, 3.443574905395508, 0.0, 4.068084716796875, 0.0, 3.8209550380706787, 0.0, 0.0, 0.0, 3.2151966094970703, 4.987582206726074, 0.0, 2.652492046356201, 0.0, 0.0, 0.3656842112541199, 0.0, 0.7181852459907532, 0.0, 0.0, 2.4380311965942383, 0.0, 0.0, 0.0, 0.0, 0.0, 4.337260723114014, 0.0, 0.0, 0.0, 0.13222162425518036, 1.6797093152999878, 0.8529934883117676]"
687,"[0.0, 4.467559814453125, 0.0, 0.0, 2.347290515899658, 3.0483970642089844, 2.012739896774292, 0.0, 3.146984338760376, 1.4862107038497925, 0.0, 0.0, 0.11053487658500671, 0.0, 1.6414896249771118, 1.6399519443511963, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9681761264801025, 0.0, 0.0, 0.0, 0.0, 0.8350569009780884, 0.0, 0.0, 0.0, 2.7627978324890137, 0.0, 3.4628818035125732, 0.0, 4.1916399002075195, 0.0, 3.939746856689453, 0.0, 0.0, 0.0, 3.259420394897461, 5.136955261230469, 0.0, 2.652904987335205, 0.0, 0.0, 0.4088132083415985, 0.0, 0.811395525932312, 0.0, 0.0, 2.515704870223999, 0.0, 0.0, 0.0, 0.0, 0.0, 4.413100719451904, 0.0, 0.0, 0.0, 0.17035344243049622, 1.7074626684188843, 0.871029257774353]"
109,"[0.0, 4.469806671142578, 0.0, 0.0, 2.4655189514160156, 2.9777638912200928, 2.0783214569091797, 0.0, 3.0862364768981934, 1.5629748106002808, 0.0, 0.0, 0.18305452167987823, 0.0, 1.7580251693725586, 1.6937077045440674, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8953137397766113, 0.0, 0.0, 0.0, 0.0, 0.7368606328964233, 0.0, 0.0, 0.0, 2.7467427253723145, 0.0, 3.6385316848754883, 0.0, 4.310579299926758, 0.0, 3.8575353622436523, 0.0, 0.0, 0.0, 3.038806438446045, 5.096256256103516, 0.0, 2.526820659637451, 0.0, 0.0, 0.45773088932037354, 0.0, 0.8822402954101562, 0.0, 0.0, 2.480498790740967, 0.0, 0.0, 0.0, 0.0, 0.0, 4.32062292098999, 0.0, 0.0, 0.0, 0.13701395690441132, 1.6915642023086548, 0.8475412130355835]"
711,"[0.0, 4.635023593902588, 0.0, 0.0, 2.4533591270446777, 3.017449378967285, 2.0677313804626465, 0.0, 3.212197780609131, 1.5285760164260864, 0.0, 0.0, 0.0547562837600708, 0.0, 1.699869990348816, 1.7510212659835815, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1130571365356445, 0.0, 0.0, 0.0, 0.0, 0.8030813336372375, 0.0, 0.0, 0.0, 2.8814377784729004, 0.0, 3.655559778213501, 0.0, 4.343189239501953, 0.0, 4.106003284454346, 0.0, 0.0, 0.0, 3.383007049560547, 5.334597587585449, 0.0, 2.7254655361175537, 0.0, 0.0, 0.416961669921875, 0.0, 0.7716866135597229, 0.0, 0.0, 2.6168293952941895, 0.0, 0.0, 0.0, 0.0, 0.0, 4.4844489097595215, 0.0, 0.0, 0.0, 0.12266035377979279, 1.6654646396636963, 0.9164506196975708]"
148,"[0.0, 4.176638603210449, 0.0, 0.0, 2.219677448272705, 2.7754955291748047, 1.9083296060562134, 0.0, 2.983494281768799, 1.4398102760314941, 0.0, 0.0, 0.044155776500701904, 0.0, 1.6578359603881836, 1.6031426191329956, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8127440214157104, 0.0, 0.0, 0.0, 0.0, 0.7558050751686096, 0.0, 0.0, 0.0, 2.50823974609375, 0.0, 3.339838981628418, 0.0, 4.065539836883545, 0.0, 3.624788284301758, 0.0, 0.0, 0.0, 2.961817979812622, 4.704704284667969, 0.0, 2.4928205013275146, 0.0, 0.0, 0.3853211998939514, 0.0, 0.8400641679763794, 0.0, 0.0, 2.4050612449645996, 0.0, 0.0, 0.0, 0.0, 0.0, 4.174216270446777, 0.0, 0.0, 0.0, 0.10361650586128235, 1.666305661201477, 0.7459471225738525]"
594,"[0.0, 4.336052894592285, 0.0, 0.0, 2.424759864807129, 2.8023016452789307, 2.0007030963897705, 0.0, 2.9567527770996094, 1.5022828578948975, 0.0, 0.0, 0.08352124691009521, 0.0, 1.6556198596954346, 1.7452507019042969, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0120797157287598, 0.0, 0.0, 0.0, 0.0, 0.7443382740020752, 0.0, 0.0, 0.0, 2.7116639614105225, 0.0, 3.5945067405700684, 0.0, 4.171755313873291, 0.0, 3.875772476196289, 0.0, 0.0, 0.0, 3.181584358215332, 4.998236179351807, 0.0, 2.5679872035980225, 0.0, 0.0, 0.43013954162597656, 0.0, 0.764225959777832, 0.0, 0.0, 2.441279411315918, 0.0, 0.0, 0.0, 0.0, 0.0, 4.212368011474609, 0.0, 0.0, 0.0, 0.15962934494018555, 1.6296122074127197, 0.7800060510635376]"
631,"[0.0, 4.260834693908691, 0.0, 0.0, 2.45949125289917, 2.6284754276275635, 2.169480085372925, 0.0, 2.92574405670166, 1.4932105541229248, 0.0, 0.0, 0.20423182845115662, 0.0, 1.7935073375701904, 1.7357046604156494, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7354819774627686, 0.0, 0.0, 0.0, 0.0, 0.6188898086547852, 0.0, 0.0, 0.0, 2.4805150032043457, 0.0, 3.5687804222106934, 0.0, 4.185948371887207, 0.0, 3.6826064586639404, 0.0, 0.0, 0.0, 2.7472407817840576, 4.858598709106445, 0.0, 2.478386640548706, 0.0, 0.0, 0.4221298098564148, 0.0, 0.8388767242431641, 0.0, 0.0, 2.3789820671081543, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9603137969970703, 0.0, 0.0, 0.0, 0.09171567112207413, 1.5636264085769653, 0.8420554995536804]"
42,"[0.0, 4.4447526931762695, 0.0, 0.0, 2.4097728729248047, 3.0681276321411133, 1.9570672512054443, 0.0, 3.085495948791504, 1.4617252349853516, 0.0, 0.0, 0.0656801164150238, 0.0, 1.5094305276870728, 1.6387457847595215, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9775028228759766, 0.0, 0.0, 0.0, 0.0, 0.8655027747154236, 0.0, 0.0, 0.0, 2.8521409034729004, 0.0, 3.4965240955352783, 0.0, 4.034398555755615, 0.0, 3.972080707550049, 0.0, 0.0, 0.0, 3.2850239276885986, 5.184417724609375, 0.0, 2.625502586364746, 0.0, 0.0, 0.3722831904888153, 0.0, 0.6258843541145325, 0.0, 0.0, 2.4176807403564453, 0.0, 0.0, 0.0, 0.0, 0.0, 4.395303726196289, 0.0, 0.0, 0.0, 0.13362257182598114, 1.6187303066253662, 0.867273211479187]"
1,"[0.0, 4.158252239227295, 0.0, 0.0, 2.3243842124938965, 2.6736984252929688, 1.915967345237732, 0.0, 2.9210944175720215, 1.3417620658874512, 0.0, 0.0, 0.13289104402065277, 0.0, 1.6751196384429932, 1.594090223312378, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7390377521514893, 0.0, 0.0, 0.0, 0.0, 0.7308504581451416, 0.0, 0.0, 0.0, 2.4093308448791504, 0.0, 3.3425979614257812, 0.0, 3.977464199066162, 0.0, 3.6823043823242188, 0.0, 0.0, 0.0, 2.8078856468200684, 4.773245811462402, 0.0, 2.313093662261963, 0.0, 0.0, 0.33966004848480225, 0.0, 0.850269079208374, 0.0, 0.0, 2.35567045211792, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9832141399383545, 0.0, 0.0, 0.0, 0.09659363329410553, 1.6120963096618652, 0.7544825077056885]"
840,"[0.0, 4.346453666687012, 0.0, 0.0, 2.302637815475464, 2.9292402267456055, 1.9207656383514404, 0.0, 3.047153949737549, 1.454718828201294, 0.0, 0.0, 0.07565401494503021, 0.0, 1.602923035621643, 1.6008670330047607, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8353127241134644, 0.0, 0.0, 0.0, 0.0, 0.8257826566696167, 0.0, 0.0, 0.0, 2.7056021690368652, 0.0, 3.3470795154571533, 0.0, 4.004125118255615, 0.0, 3.819469928741455, 0.0, 0.0, 0.0, 3.0878210067749023, 5.021730899810791, 0.0, 2.5163426399230957, 0.0, 0.0, 0.3632863163948059, 0.0, 0.7218294143676758, 0.0, 0.0, 2.3964054584503174, 0.0, 0.0, 0.0, 0.0, 0.0, 4.21561861038208, 0.0, 0.0, 0.0, 0.13392683863639832, 1.6329554319381714, 0.8831723928451538]"
330,"[0.0, 4.347299575805664, 0.0, 0.0, 2.3085289001464844, 2.711906909942627, 1.9759838581085205, 0.0, 2.9994921684265137, 1.3676902055740356, 0.0, 0.0, 0.10601520538330078, 0.0, 1.6036045551300049, 1.6528898477554321, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8689813613891602, 0.0, 0.0, 0.0, 0.0, 0.7929812669754028, 0.0, 0.0, 0.0, 2.604952812194824, 0.0, 3.338822364807129, 0.0, 4.024349212646484, 0.0, 3.8286707401275635, 0.0, 0.0, 0.0, 2.963003158569336, 4.992916107177734, 0.0, 2.434675455093384, 0.0, 0.0, 0.3285285234451294, 0.0, 0.7943633794784546, 0.0, 0.0, 2.4134695529937744, 0.0, 0.0, 0.0, 0.0, 0.0, 4.036540508270264, 0.0, 0.0, 0.0, 0.09557759761810303, 1.5668435096740723, 0.86395263671875]"
531,"[0.0, 4.479229927062988, 0.0, 0.0, 2.3081326484680176, 3.0227713584899902, 2.0027008056640625, 0.0, 3.11614727973938, 1.5347414016723633, 0.0, 0.0, 0.16387365758419037, 0.0, 1.6404728889465332, 1.6104388236999512, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8486229181289673, 0.0, 0.0, 0.0, 0.0, 0.8303957581520081, 0.0, 0.0, 0.0, 2.794999599456787, 0.0, 3.4305498600006104, 0.0, 4.087324142456055, 0.0, 3.8996737003326416, 0.0, 0.0, 0.0, 3.1083409786224365, 5.149611473083496, 0.0, 2.548844814300537, 0.0, 0.0, 0.38990604877471924, 0.0, 0.7500429153442383, 0.0, 0.0, 2.4592459201812744, 0.0, 0.0, 0.0, 0.0, 0.0, 4.319090843200684, 0.0, 0.0, 0.0, 0.10814828425645828, 1.6429442167282104, 0.8891582489013672]"
768,"[0.0, 4.2829813957214355, 0.0, 0.0, 2.2736587524414062, 3.078568935394287, 1.8714227676391602, 0.0, 2.98652982711792, 1.474390983581543, 0.0, 0.0, 0.14952082931995392, 0.0, 1.545630931854248, 1.531481146812439, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7720293998718262, 0.0, 0.0, 0.0, 0.0, 0.8818346261978149, 0.0, 0.0, 0.0, 2.706024169921875, 0.0, 3.3460540771484375, 0.0, 3.871699333190918, 0.0, 3.704700469970703, 0.0, 0.0, 0.0, 3.115753412246704, 4.863781452178955, 0.0, 2.5260732173919678, 0.0, 0.0, 0.41586774587631226, 0.0, 0.6581225395202637, 0.0, 0.0, 2.292137622833252, 0.0, 0.0, 0.0, 0.0, 0.0, 4.234131336212158, 0.0, 0.0, 0.0, 0.15096242725849152, 1.650235652923584, 0.8036237955093384]"
644,"[0.0, 4.275856971740723, 0.0, 0.0, 2.3501405715942383, 2.9237923622131348, 1.9376883506774902, 0.0, 3.0178658962249756, 1.4824689626693726, 0.0, 0.0, 0.07567054033279419, 0.0, 1.6507322788238525, 1.641165018081665, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8768128156661987, 0.0, 0.0, 0.0, 0.0, 0.818897545337677, 0.0, 0.0, 0.0, 2.650984048843384, 0.0, 3.449201822280884, 0.0, 4.078490734100342, 0.0, 3.772467851638794, 0.0, 0.0, 0.0, 3.15864896774292, 4.877668380737305, 0.0, 2.6114602088928223, 0.0, 0.0, 0.45110687613487244, 0.0, 0.7649261951446533, 0.0, 0.0, 2.4346389770507812, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2843122482299805, 0.0, 0.0, 0.0, 0.18209059536457062, 1.6873509883880615, 0.7624914646148682]"
391,"[0.0, 3.828789234161377, 0.0, 0.0, 2.100172758102417, 2.457073211669922, 1.7120280265808105, 0.0, 2.6075406074523926, 1.2212172746658325, 0.0, 0.0, 0.015310689806938171, 0.0, 1.407050371170044, 1.5184073448181152, 0.0, 0.0, 0.0, 0.0, 0.0, 1.692119836807251, 0.0, 0.0, 0.0, 0.0, 0.7425169348716736, 0.0, 0.0, 0.0, 2.3778023719787598, 0.0, 2.992802619934082, 0.0, 3.525543689727783, 0.0, 3.45808744430542, 0.0, 0.0, 0.0, 2.803532838821411, 4.420814514160156, 0.0, 2.2110071182250977, 0.0, 0.0, 0.37900131940841675, 0.0, 0.5688743591308594, 0.0, 0.0, 2.13249135017395, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6409854888916016, 0.0, 0.0, 0.0, 0.153405100107193, 1.405914306640625, 0.7205356359481812]"
31,"[0.0, 4.286465644836426, 0.0, 0.0, 2.295151710510254, 2.9481215476989746, 1.9505444765090942, 0.0, 3.025317907333374, 1.4315767288208008, 0.0, 0.0, 0.03149646520614624, 0.0, 1.5886127948760986, 1.594222068786621, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9649676084518433, 0.0, 0.0, 0.0, 0.0, 0.8595069646835327, 0.0, 0.0, 0.0, 2.649448871612549, 0.0, 3.416569948196411, 0.0, 4.089151382446289, 0.0, 3.795185089111328, 0.0, 0.0, 0.0, 3.211974620819092, 4.929065227508545, 0.0, 2.572988986968994, 0.0, 0.0, 0.4126702845096588, 0.0, 0.773619532585144, 0.0, 0.0, 2.439303398132324, 0.0, 0.0, 0.0, 0.0, 0.0, 4.3314924240112305, 0.0, 0.0, 0.0, 0.1615723967552185, 1.7011075019836426, 0.759903609752655]"
77,"[0.0, 4.30303955078125, 0.0, 0.0, 2.3864831924438477, 2.745901584625244, 1.957007646560669, 0.0, 2.976606607437134, 1.4033304452896118, 0.0, 0.0, 0.1042436808347702, 0.0, 1.662510871887207, 1.6498088836669922, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8078840970993042, 0.0, 0.0, 0.0, 0.0, 0.7621101140975952, 0.0, 0.0, 0.0, 2.53047251701355, 0.0, 3.4317996501922607, 0.0, 4.050656318664551, 0.0, 3.7738566398620605, 0.0, 0.0, 0.0, 2.9026541709899902, 4.909463882446289, 0.0, 2.450618267059326, 0.0, 0.0, 0.39016956090927124, 0.0, 0.791046142578125, 0.0, 0.0, 2.3823750019073486, 0.0, 0.0, 0.0, 0.0, 0.0, 4.049155235290527, 0.0, 0.0, 0.0, 0.11844819784164429, 1.6249995231628418, 0.8039495944976807]"
147,"[0.0, 4.4365692138671875, 0.0, 0.0, 2.406704902648926, 2.936044692993164, 1.96974778175354, 0.0, 3.115093231201172, 1.4974398612976074, 0.0, 0.0, 0.028452172875404358, 0.0, 1.7189242839813232, 1.7217570543289185, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9277966022491455, 0.0, 0.0, 0.0, 0.0, 0.8094629049301147, 0.0, 0.0, 0.0, 2.646993637084961, 0.0, 3.5826499462127686, 0.0, 4.274204730987549, 0.0, 3.8588294982910156, 0.0, 0.0, 0.0, 3.1534295082092285, 5.026590824127197, 0.0, 2.634185552597046, 0.0, 0.0, 0.44567424058914185, 0.0, 0.8367518782615662, 0.0, 0.0, 2.518367052078247, 0.0, 0.0, 0.0, 0.0, 0.0, 4.366787433624268, 0.0, 0.0, 0.0, 0.16079464554786682, 1.7404686212539673, 0.7641695141792297]"
588,"[0.0, 4.438534736633301, 0.0, 0.0, 2.4845848083496094, 2.769434928894043, 2.121508836746216, 0.0, 3.036410331726074, 1.4755876064300537, 0.0, 0.0, 0.15957170724868774, 0.0, 1.7929025888442993, 1.7321484088897705, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7944650650024414, 0.0, 0.0, 0.0, 0.0, 0.6902875900268555, 0.0, 0.0, 0.0, 2.597977638244629, 0.0, 3.5984349250793457, 0.0, 4.241711139678955, 0.0, 3.82906174659729, 0.0, 0.0, 0.0, 2.8267054557800293, 5.021729469299316, 0.0, 2.468531847000122, 0.0, 0.0, 0.4174160957336426, 0.0, 0.8983561992645264, 0.0, 0.0, 2.435654640197754, 0.0, 0.0, 0.0, 0.0, 0.0, 4.072382926940918, 0.0, 0.0, 0.0, 0.08653347194194794, 1.654114007949829, 0.8776235580444336]"
307,"[0.0, 4.34599494934082, 0.0, 0.0, 2.3582496643066406, 2.912475109100342, 1.9202920198440552, 0.0, 3.049396514892578, 1.4223524332046509, 0.0, 0.0, 0.12659259140491486, 0.0, 1.6218750476837158, 1.61249840259552, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8620643615722656, 0.0, 0.0, 0.0, 0.0, 0.8367839455604553, 0.0, 0.0, 0.0, 2.671955108642578, 0.0, 3.3861894607543945, 0.0, 4.049149990081787, 0.0, 3.8223586082458496, 0.0, 0.0, 0.0, 3.0774478912353516, 4.995011806488037, 0.0, 2.5119876861572266, 0.0, 0.0, 0.3781757354736328, 0.0, 0.8332010507583618, 0.0, 0.0, 2.4341540336608887, 0.0, 0.0, 0.0, 0.0, 0.0, 4.247655868530273, 0.0, 0.0, 0.0, 0.15051181614398956, 1.6683709621429443, 0.8461048603057861]"
110,"[0.0, 4.31115198135376, 0.0, 0.0, 2.4060144424438477, 2.9373998641967773, 1.9109699726104736, 0.0, 2.935412883758545, 1.464038610458374, 0.0, 0.0, 0.08810845017433167, 0.0, 1.6647032499313354, 1.666265845298767, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8447515964508057, 0.0, 0.0, 0.0, 0.0, 0.783191442489624, 0.0, 0.0, 0.0, 2.6189424991607666, 0.0, 3.5205674171447754, 0.0, 4.080431938171387, 0.0, 3.790020227432251, 0.0, 0.0, 0.0, 3.112154006958008, 4.892195701599121, 0.0, 2.5490264892578125, 0.0, 0.0, 0.43956321477890015, 0.0, 0.7487882375717163, 0.0, 0.0, 2.4030754566192627, 0.0, 0.0, 0.0, 0.0, 0.0, 4.194473743438721, 0.0, 0.0, 0.0, 0.178447425365448, 1.7063173055648804, 0.7411726713180542]"
241,"[0.0, 4.207763671875, 0.0, 0.0, 2.235630750656128, 2.7618584632873535, 1.9074146747589111, 0.0, 2.9434900283813477, 1.3628816604614258, 0.0, 0.0, 0.08480699360370636, 0.0, 1.477781891822815, 1.594193696975708, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8651758432388306, 0.0, 0.0, 0.0, 0.0, 0.7892764806747437, 0.0, 0.0, 0.0, 2.64909291267395, 0.0, 3.2530481815338135, 0.0, 3.838559627532959, 0.0, 3.761228084564209, 0.0, 0.0, 0.0, 2.961798667907715, 4.963339805603027, 0.0, 2.4195032119750977, 0.0, 0.0, 0.28389859199523926, 0.0, 0.6774845719337463, 0.0, 0.0, 2.2996113300323486, 0.0, 0.0, 0.0, 0.0, 0.0, 4.036367416381836, 0.0, 0.0, 0.0, 0.11507832258939743, 1.4508310556411743, 0.8690447807312012]"
756,"[0.0, 4.258114337921143, 0.0, 0.0, 2.42116117477417, 2.7461228370666504, 2.0034902095794678, 0.0, 2.8969197273254395, 1.4372460842132568, 0.0, 0.0, 0.1208067238330841, 0.0, 1.609848976135254, 1.6740607023239136, 0.0, 0.0, 0.0, 0.0, 0.0, 1.898878812789917, 0.0, 0.0, 0.0, 0.0, 0.7009110450744629, 0.0, 0.0, 0.0, 2.5699148178100586, 0.0, 3.4884469509124756, 0.0, 4.092170715332031, 0.0, 3.8095483779907227, 0.0, 0.0, 0.0, 3.0047364234924316, 4.879688262939453, 0.0, 2.513629913330078, 0.0, 0.0, 0.40466928482055664, 0.0, 0.7581689357757568, 0.0, 0.0, 2.354215621948242, 0.0, 0.0, 0.0, 0.0, 0.0, 4.112226486206055, 0.0, 0.0, 0.0, 0.16844871640205383, 1.6133478879928589, 0.7515828609466553]"
396,"[0.0, 4.407757759094238, 0.0, 0.0, 2.5176968574523926, 2.834268093109131, 2.0932729244232178, 0.0, 2.9632186889648438, 1.5199357271194458, 0.0, 0.0, 0.15316836535930634, 0.0, 1.7585046291351318, 1.7771105766296387, 0.0, 0.0, 0.0, 0.0, 0.0, 1.909692645072937, 0.0, 0.0, 0.0, 0.0, 0.6932119131088257, 0.0, 0.0, 0.0, 2.7155938148498535, 0.0, 3.7022995948791504, 0.0, 4.260495662689209, 0.0, 3.871117115020752, 0.0, 0.0, 0.0, 3.0243892669677734, 5.093788146972656, 0.0, 2.5159339904785156, 0.0, 0.0, 0.4262159466743469, 0.0, 0.8674266934394836, 0.0, 0.0, 2.45743465423584, 0.0, 0.0, 0.0, 0.0, 0.0, 4.192031383514404, 0.0, 0.0, 0.0, 0.12647129595279694, 1.6743870973587036, 0.8211385011672974]"
22,"[0.0, 4.424019813537598, 0.0, 0.0, 2.383795738220215, 3.0661706924438477, 1.952739953994751, 0.0, 3.089913845062256, 1.4807844161987305, 0.0, 0.0, 0.025844842195510864, 0.0, 1.5409984588623047, 1.6680152416229248, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9759024381637573, 0.0, 0.0, 0.0, 0.0, 0.8141540288925171, 0.0, 0.0, 0.0, 2.815086841583252, 0.0, 3.465064764022827, 0.0, 4.069280624389648, 0.0, 3.910785675048828, 0.0, 0.0, 0.0, 3.293632984161377, 5.121464729309082, 0.0, 2.699493885040283, 0.0, 0.0, 0.41229599714279175, 0.0, 0.6823536157608032, 0.0, 0.0, 2.4541659355163574, 0.0, 0.0, 0.0, 0.0, 0.0, 4.370246887207031, 0.0, 0.0, 0.0, 0.19206415116786957, 1.618565320968628, 0.8652061223983765]"
364,"[0.0, 4.4633893966674805, 0.0, 0.0, 2.358074903488159, 2.991276741027832, 2.0277252197265625, 0.0, 3.0767226219177246, 1.491437554359436, 0.0, 0.0, 0.20359568297863007, 0.0, 1.6372041702270508, 1.6227712631225586, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8066270351409912, 0.0, 0.0, 0.0, 0.0, 0.7936493754386902, 0.0, 0.0, 0.0, 2.752854347229004, 0.0, 3.4295730590820312, 0.0, 4.085728168487549, 0.0, 3.863905429840088, 0.0, 0.0, 0.0, 3.0585780143737793, 5.121305465698242, 0.0, 2.5088977813720703, 0.0, 0.0, 0.3426395058631897, 0.0, 0.7754055261611938, 0.0, 0.0, 2.459591865539551, 0.0, 0.0, 0.0, 0.0, 0.0, 4.3023576736450195, 0.0, 0.0, 0.0, 0.08695220947265625, 1.6367906332015991, 0.8954045176506042]"
492,"[0.0, 4.40986442565918, 0.0, 0.0, 2.3406624794006348, 2.9103288650512695, 1.9920375347137451, 0.0, 3.0716803073883057, 1.428696632385254, 0.0, 0.0, 0.14884509146213531, 0.0, 1.651268720626831, 1.5888118743896484, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8211889266967773, 0.0, 0.0, 0.0, 0.0, 0.8077929019927979, 0.0, 0.0, 0.0, 2.6334409713745117, 0.0, 3.4729666709899902, 0.0, 4.089946746826172, 0.0, 3.8492445945739746, 0.0, 0.0, 0.0, 3.031942844390869, 5.09388542175293, 0.0, 2.5118050575256348, 0.0, 0.0, 0.334309846162796, 0.0, 0.7825753688812256, 0.0, 0.0, 2.4665207862854004, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284066677093506, 0.0, 0.0, 0.0, 0.058930471539497375, 1.6496026515960693, 0.8172577619552612]"
184,"[0.0, 3.8970940113067627, 0.0, 0.0, 2.306190013885498, 2.4795970916748047, 1.9264416694641113, 0.0, 2.622584581375122, 1.3450040817260742, 0.0, 0.0, 0.1301030069589615, 0.0, 1.4571751356124878, 1.5680174827575684, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6700806617736816, 0.0, 0.0, 0.0, 0.0, 0.6861668825149536, 0.0, 0.0, 0.0, 2.3897714614868164, 0.0, 3.216169595718384, 0.0, 3.7128243446350098, 0.0, 3.4592323303222656, 0.0, 0.0, 0.0, 2.648688793182373, 4.491640090942383, 0.0, 2.2889530658721924, 0.0, 0.0, 0.38973331451416016, 0.0, 0.6490218043327332, 0.0, 0.0, 2.0735902786254883, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6257901191711426, 0.0, 0.0, 0.0, 0.15031293034553528, 1.368652582168579, 0.7445002794265747]"
435,"[0.0, 4.395788192749023, 0.0, 0.0, 2.423849582672119, 2.9578864574432373, 1.9590678215026855, 0.0, 3.0119175910949707, 1.5202630758285522, 0.0, 0.0, 0.10949806869029999, 0.0, 1.7181925773620605, 1.6870577335357666, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8753547668457031, 0.0, 0.0, 0.0, 0.0, 0.7742830514907837, 0.0, 0.0, 0.0, 2.6328067779541016, 0.0, 3.6049633026123047, 0.0, 4.239205837249756, 0.0, 3.8306775093078613, 0.0, 0.0, 0.0, 3.090888023376465, 4.9788360595703125, 0.0, 2.5711450576782227, 0.0, 0.0, 0.45371752977371216, 0.0, 0.8098175525665283, 0.0, 0.0, 2.474544048309326, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2701263427734375, 0.0, 0.0, 0.0, 0.18789704144001007, 1.7131322622299194, 0.7451862096786499]"
564,"[0.0, 4.245447158813477, 0.0, 0.0, 2.2809343338012695, 2.8297173976898193, 1.8984260559082031, 0.0, 2.996945858001709, 1.379990816116333, 0.0, 0.0, 0.0, 0.0, 1.5150351524353027, 1.6354600191116333, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9045429229736328, 0.0, 0.0, 0.0, 0.0, 0.7805883884429932, 0.0, 0.0, 0.0, 2.6045150756835938, 0.0, 3.3769893646240234, 0.0, 3.977634906768799, 0.0, 3.7701902389526367, 0.0, 0.0, 0.0, 3.176499366760254, 4.905420303344727, 0.0, 2.584686756134033, 0.0, 0.0, 0.40266862511634827, 0.0, 0.6239566206932068, 0.0, 0.0, 2.410982131958008, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1840410232543945, 0.0, 0.0, 0.0, 0.15118633210659027, 1.5590384006500244, 0.7968893051147461]"
